trade_date,decision_datetime,entry_datetime,exit_datetime,contract_id,front_expiry,score,entry_price,exit_price,target_price,stop_price,exit_reason,lot_size,lots,quantity,requested_multiplier,multiplier,entry_notional,gross_pnl,cost_rupees,realized_pnl,realized_r
2023-10-03,2023-10-03T13:15:00,2023-10-03T13:16:00,2023-10-03T14:15:00,legacy:NIFTY:FUTIDX:2023-10-26,2023-10-26,296.0,19593.4492,19565.4492,19671.822996799998,19534.6688524,TIMEOUT,50,1,50,1.0,1.0,979672.46,-1400.0,234.82293181088,-1634.82293181088,-0.5562481334529842
2023-10-03,2023-10-03T14:24:00,2023-10-03T14:25:00,2023-10-03T15:24:00,legacy:NIFTY:FUTIDX:2023-10-26,2023-10-26,279.0,19582.0,19567.9492,19660.328,19523.254,TIMEOUT,50,1,50,1.0,1.0,979100.0,-702.5400000000445,234.81665315544,-937.3566531554845,-0.31912186469052684
2023-10-09,2023-10-09T14:50:00,2023-10-09T14:51:00,2023-10-09T15:29:00,legacy:NIFTY:FUTIDX:2023-10-26,2023-10-26,190.0,19558.5996,19525.0508,19636.8339984,19499.923801200002,TIMEOUT,50,1,50,1.0,1.0,977929.9800000001,-1677.4400000000242,234.44768749728001,-1911.8876874973041,-0.6516784523084512
2023-10-10,2023-10-10T12:34:00,2023-10-10T12:35:00,2023-10-10T13:34:00,legacy:NIFTY:FUTIDX:2023-10-26,2023-10-26,45.0,19692.4004,19725.0,19771.1700016,19633.323198799997,TIMEOUT,50,1,50,1.0,1.0,984620.0199999999,1629.9800000000687,236.22105754728,1393.7589424527887,0.4718432539599688
2023-10-10,2023-10-10T13:37:00,2023-10-10T13:38:00,2023-10-10T14:37:00,legacy:NIFTY:FUTIDX:2023-10-26,2023-10-26,124.0,19719.0,19742.6992,19797.876,19659.843,TIMEOUT,50,1,50,1.0,1.0,985950.0,1184.9599999999555,236.41002700543999,948.5499729945154,0.32068900484964263
2023-10-13,2023-10-13T14:24:00,2023-10-13T14:25:00,2023-10-13T15:09:00,legacy:NIFTY:FUTIDX:2023-10-26,2023-10-26,341.0,19807.0508,19747.629647600002,19886.2790032,19747.629647600002,STOP,50,1,50,1.0,1.0,990352.54,-2971.0576199999196,236.63751379638634,-2971.0576200000005,-1.0
2023-10-19,2023-10-19T12:53:00,2023-10-19T12:54:00,2023-10-19T13:53:00,legacy:NIFTY:FUTIDX:2023-10-26,2023-10-26,1.0,19643.0508,19642.9004,19721.623003200002,19584.1216476,TIMEOUT,50,1,50,1.0,1.0,982152.54,-7.520000000113214,235.50502649184,-243.0250264919532,-0.08248040794557676
2023-10-19,2023-10-19T14:08:00,2023-10-19T14:09:00,2023-10-19T15:08:00,legacy:NIFTY:FUTIDX:2023-10-26,2023-10-26,275.0,19658.0,19630.1504,19736.632,19599.026,TIMEOUT,50,1,50,1.0,1.0,982900.0,-1392.4800000000687,235.44285729727997,-1627.9228572973486,-0.5520815468841689
2023-10-27,2023-10-27T14:38:00,2023-10-27T14:39:00,2023-10-27T15:29:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,403.0,19156.0,19146.0,19232.624,19098.532,TIMEOUT,50,1,50,1.0,1.0,957800.0,-500.0,230.76289640000002,-730.7628964,-0.25431993331941255
2023-10-30,2023-10-30T12:04:00,2023-10-30T12:05:00,2023-10-30T13:04:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,307.0,19212.75,19204.0,19289.601,19155.11175,TIMEOUT,50,1,50,1.0,1.0,960637.5,-437.5,231.31619735,-668.81619735,-0.2320737348375428
2023-10-30,2023-10-30T13:04:00,2023-10-30T13:05:00,2023-10-30T14:04:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,329.0,19204.0,19185.9004,19280.816,19146.388,TIMEOUT,50,1,50,1.0,1.0,960200.0,-904.9800000000687,231.16295914728,-1136.1429591473486,-0.39441191388854707
2023-10-30,2023-10-30T14:04:00,2023-10-30T14:05:00,2023-10-30T15:04:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,268.0,19185.9004,19221.4004,19262.644001599998,19128.3426988,TIMEOUT,50,1,50,1.0,1.0,959295.0199999999,1775.0,231.38706169455997,1543.61293830544,0.5363706006748721
2023-10-31,2023-10-31T14:18:00,2023-10-31T14:19:00,2023-10-31T15:02:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,6.0,19203.9492,19146.337352399998,19280.7649968,19146.337352399998,STOP,50,1,50,1.0,1.0,960197.46,-2880.592380000053,230.86936240301367,-2880.5923799999996,-1.0
2023-11-06,2023-11-06T10:17:00,2023-11-06T10:18:00,2023-11-06T11:05:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,16.0,19452.8496,19394.491051200002,19530.660998400002,19394.491051200002,STOP,50,1,50,1.0,1.0,972642.4800000001,-2917.9274399999485,233.24988201873185,-2917.9274400000004,-1.0
2023-11-06,2023-11-06T14:22:00,2023-11-06T14:23:00,2023-11-06T15:22:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,102.0,19480.0,19486.5996,19557.92,19421.56,TIMEOUT,50,1,50,1.0,1.0,974000.0,329.9800000000687,233.99202915272002,95.98797084734866,0.03285009269245334
2023-11-07,2023-11-07T10:47:00,2023-11-07T10:48:00,2023-11-07T11:45:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,317.0,19484.9492,19426.494352399997,19562.8889968,19426.494352399997,STOP,50,1,50,1.0,1.0,974247.46,-2922.7423800000906,233.55688726041365,-2922.7423799999997,-1.0
2023-11-07,2023-11-07T13:58:00,2023-11-07T13:59:00,2023-11-07T14:58:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,305.0,19478.0,19479.5996,19555.912,19419.566,TIMEOUT,50,1,50,1.0,1.0,973900.0,79.98000000006869,233.93576535272,-153.95576535265133,-0.052693899220539867
2023-11-13,2023-11-13T10:15:00,2023-11-13T10:16:00,2023-11-13T11:15:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,224.0,19527.0996,19483.1992,19605.2079984,19468.5183012,TIMEOUT,50,1,50,1.0,1.0,976354.9800000001,-2195.020000000113,234.06892565816,-2429.088925658273,-0.8293052477212312
2023-11-16,2023-11-16T12:00:00,2023-11-16T12:01:00,2023-11-16T13:00:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,99.0,19859.9492,19867.0,19939.3889968,19800.369352399997,TIMEOUT,50,1,50,1.0,1.0,992997.46,352.54000000004453,237.63772125544,114.90227874460453,0.038570853526186104
2023-11-16,2023-11-16T13:59:00,2023-11-16T14:00:00,2023-11-16T14:59:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,237.0,19868.0,19898.75,19947.472,19808.396,TIMEOUT,50,1,50,1.0,1.0,993400.0,1537.5,237.89070485,1299.60929515,0.43608123453123954
2023-11-20,2023-11-20T10:26:00,2023-11-20T10:27:00,2023-11-20T11:14:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,186.0,19795.5996,19736.212801200003,19874.7819984,19736.212801200003,STOP,50,1,50,1.0,1.0,989779.9800000001,-2969.339939999918,236.52799285458187,-2969.3399400000003,-1.0
2023-11-20,2023-11-20T14:25:00,2023-11-20T14:26:00,2023-11-20T15:25:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,74.0,19758.1504,19750.0,19837.1830016,19698.8759488,TIMEOUT,50,1,50,1.0,1.0,987907.5199999999,-407.5199999999313,236.54907169728,-644.0690716972113,-0.21731759928878475
2023-11-21,2023-11-21T12:25:00,2023-11-21T12:26:00,2023-11-21T13:11:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,377.0,19889.5996,19829.9308012,19969.1579984,19829.9308012,STOP,50,1,50,1.0,1.0,994479.9800000001,-2983.439940000062,237.42702252218183,-2983.43994,-1.0
2023-11-21,2023-11-21T13:34:00,2023-11-21T13:35:00,2023-11-21T14:34:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,266.0,19866.3496,19842.75,19945.8149984,19806.750551200003,TIMEOUT,50,1,50,1.0,1.0,993317.4800000001,-1179.9800000000687,237.47170725272,-1417.4517072527888,-0.4756625267659603
2023-11-28,2023-11-28T14:22:00,2023-11-28T14:23:00,2023-11-28T15:22:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,143.0,19904.5,19942.4004,19984.118,19844.7865,TIMEOUT,50,1,50,1.0,1.0,995225.0,1895.0199999999313,238.29365154728,1656.7263484526513,0.5548917241336218
2023-11-29,2023-11-29T14:31:00,2023-11-29T14:32:00,2023-11-29T15:29:00,legacy:NIFTY:FUTIDX:2023-11-30,2023-11-30,3.0,20102.6992,20140.3008,20183.109996799998,20042.3911024,TIMEOUT,50,1,50,1.0,1.0,1005134.96,1880.080000000089,240.1914518,1639.888548200089,0.5438369351581368
2023-12-04,2023-12-04T10:59:00,2023-12-04T11:00:00,2023-12-04T11:59:00,legacy:NIFTY:FUTIDX:2023-12-28,2023-12-28,299.0,20678.3496,20698.0,20761.0629984,20616.3145512,TIMEOUT,50,1,50,1.0,1.0,1033917.4800000001,982.5199999999313,245.57670120272002,736.9432987972114,0.23758933475593924
2023-12-04,2023-12-04T13:16:00,2023-12-04T13:17:00,2023-12-04T14:16:00,legacy:NIFTY:FUTIDX:2023-12-28,2023-12-28,451.0,20725.0,20785.0,20807.9,20662.825,TIMEOUT,50,1,50,1.0,1.0,1036250.0,3000.0,246.323232,2753.676768,0.8857826354644149
2023-12-04,2023-12-04T14:16:00,2023-12-04T14:17:00,2023-12-04T15:16:00,legacy:NIFTY:FUTIDX:2023-12-28,2023-12-28,146.0,20787.6504,20798.0508,20870.801001599997,20725.287448799998,TIMEOUT,50,1,50,1.0,1.0,1039382.5199999999,520.0200000001132,246.55588404184002,273.46411595827317,0.08770082579359174
2023-12-05,2023-12-05T12:51:00,2023-12-05T12:52:00,2023-12-05T13:51:00,legacy:NIFTY:FUTIDX:2023-12-28,2023-12-28,255.0,20894.3008,20912.3496,20977.8780032,20831.6178976,TIMEOUT,50,1,50,1.0,1.0,1044715.04,902.4400000000242,247.63501479728,654.8049852027441,0.20892618565241933
2023-12-05,2023-12-05T13:52:00,2023-12-05T13:53:00,2023-12-05T14:52:00,legacy:NIFTY:FUTIDX:2023-12-28,2023-12-28,322.0,20914.0,20918.9004,20997.656,20851.258,TIMEOUT,50,1,50,1.0,1.0,1045700.0,245.01999999993131,247.72632174728,-2.7063217473486816,-0.000862682651923331
2023-12-05,2023-12-05T14:53:00,2023-12-05T14:54:00,2023-12-05T15:29:00,legacy:NIFTY:FUTIDX:2023-12-28,2023-12-28,302.0,20921.0,20954.0,21004.684,20858.237,TIMEOUT,50,1,50,1.0,1.0,1046050.0,1650.0,248.001875,1401.998125,0.4467594362920829
2023-12-11,2023-12-11T10:15:00,2023-12-11T10:16:00,2023-12-11T11:15:00,legacy:NIFTY:FUTIDX:2023-12-28,2023-12-28,374.0,21094.5508,21092.0,21178.929003200003,21031.2671476,TIMEOUT,50,1,50,1.0,1.0,1054727.54,-127.54000000004453,249.40187944456,-376.9418794446045,-0.11912772577096213
