trade_date,decision_datetime,entry_datetime,exit_datetime,contract_id,front_expiry,score,entry_price,exit_price,target_price,stop_price,exit_reason,lot_size,lots,quantity,requested_multiplier,multiplier,entry_notional,gross_pnl,cost_rupees,realized_pnl,realized_r
2022-01-03,2022-01-03T14:33:00,2022-01-03T14:34:00,2022-01-03T15:29:00,legacy:NIFTY:FUTIDX:2022-01-27,2022-01-27,15.0,17683.1992,17690.0,17753.931996799998,17630.1496024,TIMEOUT,50,1,50,1.0,1.0,884159.96,340.04000000004453,194.65617050544,145.38382949460453,0.054810530549473775
2022-01-04,2022-01-04T14:49:00,2022-01-04T14:50:00,2022-01-04T15:29:00,legacy:NIFTY:FUTIDX:2022-01-27,2022-01-27,1.0,17811.1992,17857.25,17882.4439968,17757.7656024,TIMEOUT,50,1,50,1.0,1.0,890559.96,2302.5400000000445,195.96533155544,2106.5746684446044,0.7884831877554899
2022-01-05,2022-01-05T13:54:00,2022-01-05T13:55:00,2022-01-05T14:54:00,legacy:NIFTY:FUTIDX:2022-01-27,2022-01-27,24.0,17970.9492,17946.0,18042.8329968,17917.0363524,TIMEOUT,50,1,50,1.0,1.0,898547.46,-1247.4599999999555,196.85912925544,-1444.3191292553954,-0.5357977526883204
2022-01-10,2022-01-10T14:50:00,2022-01-10T14:51:00,2022-01-10T15:29:00,legacy:NIFTY:FUTIDX:2022-01-27,2022-01-27,41.0,18035.0996,18054.9492,18107.2399984,17980.9943012,TIMEOUT,50,1,50,1.0,1.0,901754.9800000001,992.4799999998868,197.67024060816001,794.8097593917267,0.29380107938401284
2022-02-02,2022-02-02T14:39:00,2022-02-02T14:40:00,2022-02-02T15:29:00,legacy:NIFTY:FUTIDX:2022-02-24,2022-02-24,62.0,17786.1504,17808.9004,17857.2950016,17732.791948799997,TIMEOUT,50,1,50,1.0,1.0,889307.5199999999,1137.5,195.61279074456,941.88720925544,0.35304143507652636
2022-02-10,2022-02-10T13:35:00,2022-02-10T13:36:00,2022-02-10T14:35:00,legacy:NIFTY:FUTIDX:2022-02-24,2022-02-24,61.0,17626.4004,17642.75,17696.9060016,17573.521198799997,TIMEOUT,50,1,50,1.0,1.0,881320.0199999999,817.4800000000687,194.24157189728,623.2384281027887,0.23572157444117697
2022-02-10,2022-02-10T14:42:00,2022-02-10T14:43:00,2022-02-10T15:29:00,legacy:NIFTY:FUTIDX:2022-02-24,2022-02-24,36.0,17632.9492,17601.4004,17703.4809968,17580.050352399998,TIMEOUT,50,1,50,1.0,1.0,881647.46,-1577.4400000000242,194.00071840272,-1771.440718402744,-0.669746430696439
2022-02-15,2022-02-15T14:38:00,2022-02-15T14:39:00,2022-02-15T15:20:00,legacy:NIFTY:FUTIDX:2022-02-24,2022-02-24,78.0,17313.0,17382.252,17382.252,17261.061,TARGET,50,1,50,1.0,1.0,865650.0,3462.6000000000204,191.9552533864,3270.6447466136206,1.2594176809771542
2022-03-17,2022-03-17T14:36:00,2022-03-17T14:37:00,2022-03-17T14:50:00,legacy:NIFTY:FUTIDX:2022-03-31,2022-03-31,63.0,17362.0,17309.914,17431.448,17309.914,STOP,50,1,50,1.0,1.0,868100.0,-2604.2999999999665,191.61529993480002,-2604.3,-1.0
