trade_date,trade_count,policy_return_bps,stress_3_5_return_bps,stress_5_0_return_bps,stress_7_0_return_bps
2021-04-01,2,-3.249837643900546,-7.143933268900547,-8.812831393900547,-11.038028893900545
2021-04-05,2,8.574807945307798,4.747531170307793,3.1072696953077954,0.9202543953077975
2021-04-06,2,8.641933951965315,4.763932805715317,3.1019323144653166,0.8859316594653137
2021-04-07,2,65.09824521999464,57.28604545749464,53.93795984499463,49.47384569499463
2021-04-08,2,4.004384541400273,-3.870379208599727,-7.245277958599726,-11.745142958599725
2021-04-09,2,-37.333781901399455,-41.24789315139946,-42.92536940139946,-45.16200440139946
2021-04-12,2,-64.8387,-64.8387,-64.8387,-64.8387
2021-04-13,2,8.252026999340055,4.476303124340057,2.8581357493400534,0.7005792493400532
2021-04-15,2,-3.8700980365005444,-7.666569911500546,-9.293629286500545,-11.463041786500543
2021-04-16,2,27.07061621725,19.36305840475,16.05981934225,11.655500592250002
2021-04-19,2,71.4514254639309,63.93874069518092,60.7190186514309,56.42605592643091
2021-04-20,2,-53.00000012515027,-56.79483793765028,-58.42119700015027,-60.58967575015027
2021-04-22,2,36.7309604764,29.2296029764,26.014735476400002,21.7282454764
2021-04-23,2,8.452064878878772,4.664728450128774,3.0415842663787727,0.8773920213787733
2021-04-26,2,-0.7124370114502727,-8.334275448950272,-11.600777636450273,-15.956113886450272
2021-04-27,2,-8.266863724101091,-15.92486809910109,-19.206869974101092,-23.58287247410109
2021-04-28,0,0.0,0.0,0.0,0.0
2021-04-29,1,42.28944784023575,38.37676684773575,36.69990356523576,34.46408585523575
2021-04-30,1,3.5600726655502726,-0.3343970219497271,-2.0034554594497274,-4.228866709449727
2021-05-03,1,13.975058005604083,10.138843656854084,8.494751793104083,6.302629308104083
2021-05-04,1,-33.177036599999994,-33.177036599999994,-33.177036599999994,-33.177036599999994
2021-05-05,1,41.48858761363352,37.649185491343516,36.00372743893351,33.80978336905351
2021-05-06,1,41.81887845449597,37.94925465449597,36.29084445449597,34.07963085449597
2021-05-07,0,0.0,0.0,0.0,0.0
2021-05-10,0,0.0,0.0,0.0,0.0
2021-05-11,1,-19.9601994145,-23.872958789499997,-25.5498556645,-27.785718164499997
2021-05-12,1,23.66770944164558,19.79190347789558,18.13084377914558,15.91609751414558
2021-05-14,1,28.705932056040467,24.857990441040467,23.208872606040465,21.010048826040464
2021-05-17,0,0.0,0.0,0.0,0.0
2021-05-18,0,0.0,0.0,0.0,0.0
2021-05-19,0,0.0,0.0,0.0,0.0
2021-05-20,0,0.0,0.0,0.0,0.0
2021-05-21,0,0.0,0.0,0.0,0.0
2021-05-24,0,0.0,0.0,0.0,0.0
2021-05-25,0,0.0,0.0,0.0,0.0
2021-05-26,0,0.0,0.0,0.0,0.0
2021-05-27,0,0.0,0.0,0.0,0.0
2021-05-28,1,-5.480157082708866,-9.539181510208866,-11.278763407708867,-13.598205937708867
2021-05-31,0,0.0,0.0,0.0,0.0
2021-06-01,1,28.252799644291134,24.16083146679113,22.407130819291133,20.068863289291134
2021-06-02,0,0.0,0.0,0.0,0.0
2021-06-03,0,0.0,0.0,0.0,0.0
2021-06-04,1,11.325530131958867,7.202396746958867,5.435339581958867,3.0792633619588674
2021-06-07,0,0.0,0.0,0.0,0.0
2021-06-08,0,0.0,0.0,0.0,0.0
2021-06-09,0,0.0,0.0,0.0,0.0
2021-06-10,1,-35.4597759,-35.4597759,-35.4597759,-35.4597759
2021-06-11,0,0.0,0.0,0.0,0.0
2021-06-14,0,0.0,0.0,0.0,0.0
2021-06-15,0,0.0,0.0,0.0,0.0
2021-06-16,0,0.0,0.0,0.0,0.0
2021-06-17,1,9.561546788,5.434521787999999,3.665796787999999,1.3074967880000008
2021-06-18,1,6.841966111958866,2.752957726958866,1.000525561958867,-1.3360506580411335
2021-06-21,1,23.935473480459535,19.83301197045953,18.074814180459533,15.730550460459533
2021-06-22,1,-13.3294444562092,-17.4919595087092,-19.2758945312092,-21.6544745612092
2021-06-23,1,-3.1540303573540847,-7.288267571104083,-9.060083519854086,-11.422504784854084
2021-06-24,0,0.0,0.0,0.0,0.0
2021-06-25,0,0.0,0.0,0.0,0.0
2021-06-28,1,9.244477601790466,5.082225049290465,3.2984025267904644,0.9199724967904649
2021-06-29,0,0.0,0.0,0.0,0.0
2021-06-30,0,0.0,0.0,0.0,0.0
